chr1,2.5167288722576e-06,1.78185308283213e-12,0.00532316299436306,1.53985109819775e-05,0.750030011915897,0.00109391817023784,0.000175041709919654,2.36315680844075e-06,-0.233115060304348,0.601858333333333,0.643561131024532,Br_bcfvcf_20231002191703IfZEj.txt.params
chr2,8.04698000824345e-07,1.26311106113674e-12,0.000158858401790266,1.81022934175674e-05,0.715142454757931,0.000729054906051459,0.000147921640785644,5.91305221170224e-07,-0.321286725668449,0.601858333333333,0.646695570418471,Br_bcfvcf_20231002191703IfZEj.txt.params
chr3,2.45214205785996e-06,1.47732724509016e-12,0.00271505295442054,1.65666310270778e-05,0.790432760206928,0.00108687330857088,0.000162513281039601,8.45274923323115e-07,-0.367594790380952,0.601858333333333,0.645516797691198,Br_bcfvcf_20231002191703IfZEj.txt.params
chr4,7.27625480597849e-07,7.43603186128852e-13,0.00164215444277694,1.7030980419745e-05,0.743599658102316,0.000593131158899641,0.000108478499736382,6.21178464272244e-07,-0.854035512135922,0.601858333333333,0.641455403751804,Br_bcfvcf_20231002191703IfZEj.txt.params
chr5,1.99234948186146e-06,1.50658815886386e-12,0.00458442716142019,1.71158720017397e-05,0.742047108084946,0.00109692629105703,0.000204784947788296,1.57749838114371e-06,-0.299227391534392,0.601858333333333,0.642111797691198,Br_bcfvcf_20231002191703IfZEj.txt.params
chr6,1.53327571746475e-06,9.17894017612348e-13,0.000256369366671619,1.81723380114925e-05,0.721919032594422,0.000831551017559791,0.000175421204071737,7.73747335132203e-07,-0.18251695625,0.601858333333333,0.647708085569986,Br_bcfvcf_20231002191703IfZEj.txt.params
chr7,5.8245874431111e-07,1.62552325416611e-12,0.000264529884670667,1.82953302550594e-05,0.701371058436116,0.000525215519107864,0.000101494513237961,9.37680250315103e-07,-0.396555163266332,0.601858333333333,0.645381752236653,Br_bcfvcf_20231002191703IfZEj.txt.params
chr8,9.12284668470804e-07,1.35325780699295e-12,0.000354388542995228,1.66149915256461e-05,0.778294745637316,0.00065004461086529,0.000108585103368922,5.21292298270969e-07,-0.513514588152866,0.601858333333333,0.642877570418471,Br_bcfvcf_20231002191703IfZEj.txt.params
chr,lengthVar,countVar,propVar,roh_count_ind,proportionInROH,lengthMedian,gapMedian,gapVar,TajimaD,Fis,selfRate,Ca_bcfvcf_20231002191703IfZEj.txt.params
chr1,1.47783934908509e-06,1.58952808017037e-11,0.0503864590645234,1.07606136457134e-05,0.356694848692854,0.000574764576806136,0.000453971330704557,2.52199342360949e-05,-0.197993341046512,0.09955,0.229823606060606,Ca_bcfvcf_20231002191703IfZEj.txt.params
chr2,3.55241369234032e-07,7.68293486544098e-12,0.0128757931179904,1.04641308945003e-05,0.240171383603971,0.000345664373091617,0.000385684183210967,1.42199863812338e-05,-0.25502374350365,0.09955,0.151923181457432,Ca_bcfvcf_20231002191703IfZEj.txt.params
chr3,1.06584373795161e-06,1.37061153554562e-11,0.0440928031883619,1.18021192748902e-05,0.365208505690865,0.000608077100718362,0.000355481366869492,1.98963075598583e-05,-0.201387654962406,0.09955,0.230318342747754,Ca_bcfvcf_20231002191703IfZEj.txt.params
chr4,2.5618460487984e-07,1.78062179174748e-12,0.00351209886363648,9.14370237694779e-06,0.204337704928374,0.000269903417935955,0.000425818885378841,1.09272876151753e-05,-0.30899011030303,0.09955,0.123483653324794,Ca_bcfvcf_20231002191703IfZEj.txt.params
chr5,1.28806143624621e-06,1.09529663535171e-11,0.0349291218614162,1.13874214879269e-05,0.387857864791921,0.00072374263856965,0.00035829436657436,2.799408431259e-05,-0.0616463286178862,0.09955,0.237279009414421,Ca_bcfvcf_20231002191703IfZEj.txt.params
chr6,6.96321671650767e-07,1.04793267251706e-11,0.0238371554978371,1.15248024773741e-05,0.300700783073442,0.000475676893130839,0.000345002023169256,1.89491739038725e-05,-0.0999928461538462,0.09955,0.193982848124098,Ca_bcfvcf_20231002191703IfZEj.txt.params
chr7,2.04477523755894e-07,6.26634544184986e-13,0.00136463643557087,9.11792704205837e-06,0.155693822879765,0.000202124986866096,0.000417813386212022,1.2179372921024e-05,-0.163650713243243,0.09955,0.110863936953899,Ca_bcfvcf_20231002191703IfZEj.txt.params
chr8,4.17789412482439e-07,1.06889379234311e-11,0.0274069422052394,1.09968909425614e-05,0.328918870677793,0.000344271208998229,0.000247976485370713,1.17831350282063e-05,-0.377491268607407,0.09955,0.21244206024531,Ca_bcfvcf_20231002191703IfZEj.txt.params
chr,lengthVar,countVar,propVar,roh_count_ind,proportionInROH,lengthMedian,gapMedian,gapVar,TajimaD,Fis,selfRate,Cc_bcfvcf_20231002191703IfZEj.txt.params
chr1,3.06293209974052e-06,3.9029004851858e-12,0.0187537547228859,1.32312612555395e-05,0.668398721446833,0.00114784703070318,0.00023028262625409,6.60229188675843e-06,-0.14388717796063,0.630483333333333,0.637231180375181,Cc_bcfvcf_20231002191703IfZEj.txt.params
chr2,1.05774607000624e-06,6.81738795214828e-12,0.00996444983858883,1.57282577973344e-05,0.663330899962055,0.000766292255210428,0.000178491110526042,1.92170563647835e-06,0.0684605701984127,0.630483333333333,0.641357432900434,Cc_bcfvcf_20231002191703IfZEj.txt.params
chr3,3.46090639389436e-06,6.66018768274845e-12,0.0242129382644321,1.45677132735196e-05,0.692481825208035,0.00100229671631463,0.00021037317933929,4.66888804158962e-06,-0.220566950763359,0.630483333333333,0.667031349206349,Cc_bcfvcf_20231002191703IfZEj.txt.params
chr4,8.91850999748581e-07,5.38098356176943e-12,0.0258904101561193,1.46836201297755e-05,0.617727509500726,0.000541994704403447,0.000145612595630739,2.23477688668182e-06,-0.20692155383871,0.630483333333333,0.653021894660895,Cc_bcfvcf_20231002191703IfZEj.txt.params
chr5,2.29311149363663e-06,7.49424048432073e-12,0.0243541391173358,1.49264097991718e-05,0.672742641499474,0.00112918934727802,0.000235268337882407,6.95156751330222e-06,-0.0786964495726496,0.630483333333333,0.669364682539683,Cc_bcfvcf_20231002191703IfZEj.txt.params
chr6,1.66142154784018e-06,1.09362129773765e-11,0.0263327266189127,1.54462907577656e-05,0.624637842242847,0.000825261372202942,0.000207468444699491,6.05792204901943e-06,0.141734786234818,0.630483333333333,0.674519904761905,Cc_bcfvcf_20231002191703IfZEj.txt.params
chr7,6.66740122147805e-07,6.19689584689714e-12,0.0195772953938245,1.56896058247322e-05,0.606938782233231,0.00051687653217582,0.00012777739253221,2.73126991854852e-06,-0.118661451782178,0.630483333333333,0.639640894660895,Cc_bcfvcf_20231002191703IfZEj.txt.params
chr8,1.07453742579274e-06,5.45756561416809e-12,0.0187989695228766,1.47800678293284e-05,0.700999885890539,0.000634480812990144,0.000120514001353227,2.24529502812685e-06,-0.226709345792208,0.630483333333333,0.643702894660895,Cc_bcfvcf_20231002191703IfZEj.txt.params
chr,lengthVar,countVar,propVar,roh_count_ind,proportionInROH,lengthMedian,gapMedian,gapVar,TajimaD,Fis,selfRate,Es_bcfvcf_20231002191703IfZEj.txt.params
chr1,4.00884508889907e-06,2.53579007943981e-12,0.00695510590763346,6.65877617729331e-06,0.476099803734054,0.00191294381467258,0.0010772146897506,4.73573413512294e-05,-1.40464309166667,0.567531285714286,0.528672447041847,Es_bcfvcf_20231002191703IfZEj.txt.params
chr2,9.51935587022771e-07,8.10289941965651e-12,0.0115398734951329,1.01604469160929e-05,0.453799802418051,0.000889434953119168,0.000561104559794246,3.25762072942382e-05,-0.759599112490348,0.567531285714286,0.528653615873015,Es_bcfvcf_20231002191703IfZEj.txt.params
chr3,4.72536354539551e-06,4.22237989109826e-12,0.00835574268196575,7.91085498125704e-06,0.512477579005019,0.00163581582340934,0.000964396673224284,3.98846947538311e-05,-1.226167782397,0.567531285714286,0.53551178037518,Es_bcfvcf_20231002191703IfZEj.txt.params
chr4,8.38294050030977e-07,3.65411678475683e-12,0.00729724161595726,7.39181901201691e-06,0.403209635368544,0.000869061160154284,0.000693395206785798,2.6429742864832e-05,-1.11189698481132,0.567531285714286,0.489604944877344,Es_bcfvcf_20231002191703IfZEj.txt.params
chr5,2.599483902061e-06,2.23286823267656e-12,0.00479679658531312,6.40943707002285e-06,0.391798237684224,0.00180873988043956,0.00142972385678389,4.34179792693363e-05,-1.29611017926829,0.567531285714286,0.491942672150072,Es_bcfvcf_20231002191703IfZEj.txt.params
chr6,1.69771522107414e-06,7.63039646673097e-12,0.0106814172238627,9.43976358605478e-06,0.452963408070026,0.00111395609408231,0.000767636240457335,3.80996803488168e-05,-0.689881279414063,0.567531285714286,0.527734949206349,Es_bcfvcf_20231002191703IfZEj.txt.params
chr7,7.00661265991593e-07,6.27037401923562e-12,0.00744388313131871,8.81825101649135e-06,0.409133510067196,0.000729028397304783,0.000541933680860781,5.03171440118078e-05,-0.869454530732704,0.567531285714286,0.507358944877344,Es_bcfvcf_20231002191703IfZEj.txt.params
chr8,1.23603217072353e-06,4.28690349027134e-12,0.0106778177173311,8.50282659991742e-06,0.510067072232961,0.000897659614478903,0.000527652912607126,3.83302141040627e-05,-1.04565598439699,0.567531285714286,0.523329447041846,Es_bcfvcf_20231002191703IfZEj.txt.params
chr,lengthVar,countVar,propVar,roh_count_ind,proportionInROH,lengthMedian,gapMedian,gapVar,TajimaD,Fis,selfRate,Ga_bcfvcf_20231002191703IfZEj.txt.params
chr1,1.54807079716311e-06,4.95688194048297e-12,0.0178490679582764,1.03018465502375e-05,0.474213065523831,0.00115827619273953,0.000488522135257215,2.09363992614858e-05,-0.095249516614786,0.417024705882353,0.476826968253968,Ga_bcfvcf_20231002191703IfZEj.txt.params
chr2,4.58594937366651e-07,1.18281995898514e-11,0.0139672071093208,1.38509394769988e-05,0.45825558012381,0.000632646393856647,0.000292070665584465,9.07103051358717e-06,-0.0988153446721311,0.417024705882353,0.489536126984127,Ga_bcfvcf_20231002191703IfZEj.txt.params
chr3,1.78390699783164e-06,6.250994361116e-12,0.018836563961723,1.22889961364168e-05,0.54156414068966,0.00106254890970977,0.000385706075994879,1.26558941560728e-05,-0.0920608696837945,0.417024705882353,0.513679301587302,Ga_bcfvcf_20231002191703IfZEj.txt.params
chr4,4.62525556748763e-07,4.00491283320048e-12,0.00995114417945396,1.05998093996525e-05,0.436801445815515,0.000636848750102532,0.000368894524131036,1.02616945798488e-05,-0.147888520905923,0.417024705882353,0.450400301587301,Ga_bcfvcf_20231002191703IfZEj.txt.params
chr5,1.64879281953807e-06,1.8155174905816e-12,0.00707089576993949,9.06048595621615e-06,0.417561280340225,0.00127561534246996,0.000653895148203723,1.77018527231298e-05,-0.142150961886792,0.417024705882353,0.45338418037518,Ga_bcfvcf_20231002191703IfZEj.txt.params
chr6,7.38317271564323e-07,5.4093598459514e-12,0.0121347821250855,1.3121951280439e-05,0.456629417540237,0.000792375512194275,0.000377633302294433,1.2537294883667e-05,-0.0913932980257511,0.417024705882353,0.485354968253968,Ga_bcfvcf_20231002191703IfZEj.txt.params
chr7,3.75680248093001e-07,1.20758478992636e-11,0.0166181987123735,1.19080085255667e-05,0.418600566941652,0.000538346911782782,0.00024971749421199,3.33095999105094e-05,-0.0972770710666667,0.417024705882353,0.472742109668109,Ga_bcfvcf_20231002191703IfZEj.txt.params
chr8,5.35034703536493e-07,6.38389882445276e-12,0.017368105715152,1.16193923542597e-05,0.477653358464687,0.000613193553960912,0.000250004799674442,1.00749132637358e-05,0.0453896993224932,0.417024705882353,0.497462634920635,Ga_bcfvcf_20231002191703IfZEj.txt.params
chr,lengthVar,countVar,propVar,roh_count_ind,proportionInROH,lengthMedian,gapMedian,gapVar,TajimaD,Fis,selfRate,GB_bcfvcf_20231002191703IfZEj.txt.params
chr1,1.78061157265663e-06,2.60072052056862e-12,0.00619595688066879,1.11805962671725e-05,0.54147297045448,0.00123752100298664,0.000440329313911856,1.10216009652532e-05,0.195417685866667,0.4523045,0.517952190476191,GB_bcfvcf_20231002191703IfZEj.txt.params
chr2,5.71023123250451e-07,5.8631936620188e-12,0.0102575849329896,1.27720142379525e-05,0.451203162671902,0.000665572181887819,0.000350890887598278,8.03510323489739e-06,0.153515814358974,0.4523045,0.497105523809524,GB_bcfvcf_20231002191703IfZEj.txt.params
chr3,1.90204321611187e-06,1.27451137842782e-11,0.0380401934412393,1.18951460441655e-05,0.542874018784351,0.00106570450739986,0.000369533637833171,2.28106529693513e-05,-0.00717822288288289,0.4523045,0.562301682539682,GB_bcfvcf_20231002191703IfZEj.txt.params
chr4,5.21455859287969e-07,1.69367011336135e-12,0.000662443383540896,1.1846467455667e-05,0.511211498076434,0.000667459019830124,0.000324580241510454,2.63355404042733e-06,0.177226644285714,0.4523045,0.505267523809524,GB_bcfvcf_20231002191703IfZEj.txt.params
chr5,1.72469345640692e-06,2.77294839111203e-12,0.00595363771066286,9.65196188140334e-06,0.443798385986063,0.00127367709223277,0.000551485053852873,1.5908958952203e-05,0.224769622404372,0.4523045,0.48758719047619,GB_bcfvcf_20231002191703IfZEj.txt.params
chr6,7.84122931652119e-07,1.2732422000711e-11,0.0120968042409755,1.44549653323793e-05,0.491299865907012,0.000765644519427666,0.000303879722812334,9.61556861263675e-06,0.252743620333333,0.4523045,0.510101682539682,GB_bcfvcf_20231002191703IfZEj.txt.params
chr7,4.22534265308255e-07,8.01452678952257e-12,0.00947170902544976,1.21482182005203e-05,0.44633165134244,0.000562389316274807,0.000279225451584776,1.09074041935015e-05,0.133479844152542,0.4523045,0.485639571428571,GB_bcfvcf_20231002191703IfZEj.txt.params
chr8,7.61533331197781e-07,8.36534759253998e-12,0.0163751164398041,1.27861477072723e-05,0.574017364471886,0.000628235211520247,0.000225926098187603,5.25197409963485e-06,0.268617919515823,0.4523045,0.532085349206349,GB_bcfvcf_20231002191703IfZEj.txt.params
chr,lengthVar,countVar,propVar,roh_count_ind,proportionInROH,lengthMedian,gapMedian,gapVar,TajimaD,Fis,selfRate,GE_bcfvcf_20231002191703IfZEj.txt.params
chr1,1.68103434299867e-06,4.78596378208946e-14,9.75928704702708e-07,1.6470887046787e-05,0.702992578709875,0.0010255903376707,0.000226514670937734,1.75657979409551e-06,0.36500268852459,-0.6113,0.264904326978021,GE_bcfvcf_20231002191703IfZEj.txt.params
chr2,4.88617160985791e-07,1.3215296957525e-13,2.67959748466069e-05,1.99225365837573e-05,0.606421029037049,0.000541025719890959,0.000195674686997583,7.25042746377583e-07,0.237604826086957,-0.6113,0.250098949585672,GE_bcfvcf_20231002191703IfZEj.txt.params
chr3,1.48030313321391e-06,2.43152233111392e-13,1.2261120720979e-06,1.83223189189258e-05,0.721834635700537,0.000931476557738612,0.000222255976891032,7.05991321638466e-07,0.0237133,-0.6113,0.265272225854425,GE_bcfvcf_20231002191703IfZEj.txt.params
chr4,3.95635276758949e-07,1.01298009229712e-13,5.47393596523745e-05,1.78069830860171e-05,0.614487994746239,0.000478248171280033,0.000162449238466611,8.9848464007591e-07,0.164537403508772,-0.6113,0.261081473599355,GE_bcfvcf_20231002191703IfZEj.txt.params
chr5,1.30626065867195e-06,2.26412797149271e-13,1.66320274600225e-05,2.04331924174146e-05,0.71239148681684,0.00088024753499502,0.000201648506495376,5.78308530450316e-07,0.286930215686275,-0.6113,0.263942435339716,GE_bcfvcf_20231002191703IfZEj.txt.params
chr6,9.30957816888643e-07,3.41080097644254e-13,4.87150555705019e-06,2.09967178998953e-05,0.642660314320252,0.000620159032185313,0.000208936028616089,8.36186408511121e-07,0.175320069090909,-0.6113,0.25592069665101,GE_bcfvcf_20231002191703IfZEj.txt.params
chr7,3.19116749157337e-07,1.53548504786193e-13,2.33445944760342e-06,1.91475038106342e-05,0.59065981001012,0.000466400543806437,0.000160088455150828,1.04704127102515e-06,0.110898684210526,-0.6113,0.234298905731851,GE_bcfvcf_20231002191703IfZEj.txt.params
chr8,5.74050682016003e-07,1.45606931119882e-13,3.17767468216714e-06,1.8001849778177e-05,0.694639426616432,0.000535515140824055,0.000141700848783264,6.84660848445158e-07,0.189282569767442,-0.6113,0.265000195654357,GE_bcfvcf_20231002191703IfZEj.txt.params
chr,lengthVar,countVar,propVar,roh_count_ind,proportionInROH,lengthMedian,gapMedian,gapVar,TajimaD,Fis,selfRate,Gf_bcfvcf_20231002191703IfZEj.txt.params
chr1,7.09648987177359e-07,1.00946398760775e-12,0.00361529458435001,6.7881373101539e-06,0.140946437103429,0.000410269777526461,0.00147004085270982,4.60394038714767e-05,-0.487283634831461,0.00067175,0.0435083661134379,Gf_bcfvcf_20231002191703IfZEj.txt.params
chr2,2.66963421887169e-07,4.10852089991929e-12,0.00619856327214016,9.27057668588471e-06,0.18751416879471,0.000321487043395336,0.000448377290075039,1.7285075093977e-05,-0.376771573189964,0.00067175,0.0584231170634923,Gf_bcfvcf_20231002191703IfZEj.txt.params
chr3,6.91544340816083e-07,2.65084465001419e-13,0.000663189080266193,7.19055088955974e-06,0.144783034280512,0.00040753229335133,0.00105696087213357,3.63880841912069e-05,-0.43178784350365,0.00067175,0.0477950327801046,Gf_bcfvcf_20231002191703IfZEj.txt.params
chr4,2.48968192681228e-07,2.36999282113841e-12,0.00716767470758616,8.52698400065149e-06,0.190811722793226,0.000270539888781493,0.00044568870958798,1.35528594528944e-05,-0.41878767245509,0.00067175,0.0607873100866315,Gf_bcfvcf_20231002191703IfZEj.txt.params
chr5,7.71069897717832e-07,1.42550919464529e-11,0.041360454495152,8.49004372899881e-06,0.233882113250914,0.000501901088694014,0.000877710189229961,4.51730236859597e-05,-0.370312322222222,0.00067175,0.138421653353815,Gf_bcfvcf_20231002191703IfZEj.txt.params
chr6,2.1773455589565e-07,2.92941064265076e-13,0.000192369610433303,6.92336810913634e-06,0.104438754274268,0.000315904925720786,0.00113246562184675,3.52435358251933e-05,-0.384591835018587,0.00067175,0.0598321194923372,Gf_bcfvcf_20231002191703IfZEj.txt.params
chr7,2.09604953721843e-07,9.83427560213978e-12,0.0165808205968556,1.08443868843029e-05,0.228995437716203,0.000251656559847995,0.000269921955320833,1.04657271654265e-05,-0.333226198721557,0.00067175,0.0965330438940535,Gf_bcfvcf_20231002191703IfZEj.txt.params
chr8,1.59803780388323e-07,2.01252967464655e-12,0.00342211639908374,7.07873296630039e-06,0.136626818438547,0.000241248908224682,0.000721939315888545,1.97653777226384e-05,-0.549969034803922,0.00067175,0.0504337674327585,Gf_bcfvcf_20231002191703IfZEj.txt.params
chr,lengthVar,countVar,propVar,roh_count_ind,proportionInROH,lengthMedian,gapMedian,gapVar,TajimaD,Fis,selfRate,GR_bcfvcf_20231002191703IfZEj.txt.params
chr1,3.35854815527788e-06,3.03118824503841e-12,0.0011730119414836,1.25579598801774e-05,0.71246601045408,0.00132864160097192,0.000226279173730461,3.03674950733348e-06,-0.889743725570776,0.163233333333333,0.335259249278499,GR_bcfvcf_20231002191703IfZEj.txt.params
chr2,9.00945395490058e-07,3.11091916114538e-12,0.000139941114993286,1.47860187995416e-05,0.639656431452387,0.000817918186272626,0.000209010445834722,1.85275828123364e-06,-0.922030663686869,0.163233333333333,0.335989539321789,GR_bcfvcf_20231002191703IfZEj.txt.params
chr3,2.93635285005834e-06,1.54691138217615e-12,0.001118162572383,1.27748953642057e-05,0.728459636757437,0.00142011757296802,0.000278547237768928,1.4203414277152e-06,-0.461366017529881,0.163233333333333,0.327702534992785,GR_bcfvcf_20231002191703IfZEj.txt.params
chr4,8.11732951751452e-07,8.72253438623788e-12,0.0166132607299506,1.25974776194919e-05,0.605837826981518,0.000702584254618252,0.000178231726464561,7.95170024724727e-06,-0.430520039590444,0.163233333333333,0.331576435425686,GR_bcfvcf_20231002191703IfZEj.txt.params
chr5,2.63448324637817e-06,5.87727400433193e-12,0.00413902687684126,1.52237101258552e-05,0.719318335422477,0.00117806849416881,0.00023343581038542,3.36302128800698e-06,-0.431615578341014,0.163233333333333,0.344137128066378,GR_bcfvcf_20231002191703IfZEj.txt.params
chr6,1.74951263110496e-06,4.16518112738046e-12,6.21632005986651e-05,1.58721773267746e-05,0.698313378838265,0.00095689466431414,0.000216648331851273,1.15759954159663e-06,-0.155948231981982,0.163233333333333,0.339787253488605,GR_bcfvcf_20231002191703IfZEj.txt.params
chr7,6.23209935136782e-07,1.08648004208492e-11,0.013348241492105,1.49132139918059e-05,0.598391069995915,0.000588792759235544,0.000151337542358286,5.62539766632031e-06,-0.862515798765432,0.163233333333333,0.329678102092352,GR_bcfvcf_20231002191703IfZEj.txt.params
chr8,1.26414351701038e-06,2.42253044308744e-12,0.00115899100781889,1.35153608648115e-05,0.712995053379236,0.000736338339213035,0.000150175587755279,1.14733837452899e-06,-0.434011456948229,0.163233333333333,0.327024188672439,GR_bcfvcf_20231002191703IfZEj.txt.params
chr,lengthVar,countVar,propVar,roh_count_ind,proportionInROH,lengthMedian,gapMedian,gapVar,TajimaD,Fis,selfRate,Gs_bcfvcf_20231002191703IfZEj.txt.params
